"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val"
"X100hr_loading_Mgha","lnormLL",921,0.19,1.33,0.027,0.02,0.82,0.019,0.023,0,0.008
"X10hr_loading_Mgha","lnormLL",1050,0.076,0.096,0.026,0.269,0.821,0.018,0.022,0,0.002
"X10Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1hr_loading_Mgha","lnormLL",1094,0.037,-2.128,0.032,-0.015,1.046,0.023,0.022,0,0.027
"X1Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1KhrR_loading_Mgha","gammaLL",55,0.035,0.859,0.154,0.179,0.046,0.011,0.245,0.386,0.027
"X1KhrS_loading_Mgha","gammaLL",33,0.029,1.243,0.317,0.255,0.061,0.019,0.317,0.556,0.018
"cwd_loading_Mgha","lnormLL",752,0.248,1.504,0.044,0.029,1.209,0.032,0.026,0.036,0.005
"cwd_rotten_loading_Mgha","gammaLL",38,0,3.523,0.904,0.256,0.736,0.203,0.275,0.858,0.018
"cwd_sound_loading_Mgha","gammaLL",38,0,2.341,0.588,0.251,0.165,0.047,0.282,0.512,0.021
"duff_depth_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"duff_loading_Mgha","lnormLL",889,0.115,1.869,0.039,0.021,1.135,0.027,0.024,0,0.01
"fwd_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"herb_loading_Mgha","gammaLL",930,0.092,0.893,0.023,0.026,0.45,0.017,0.039,0,0.009
"herb_percentlive_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_loading_Mgha","gammaLL",1089,0.012,1.79,0.042,0.024,12.414,0.22,0.018,0,0.012
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shrub_loading_Mgha","gammaLL",938,0.087,2.204,0.095,0.043,0.936,0.045,0.048,0,0.021
"snag_loading_Mgha","lnormLL",620,0.38,0.884,0.054,0.061,1.328,0.037,0.028,0.21,0.004
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_Mgha","gammaLL",998,0.002,1.76,0.043,0.024,138.029,2.642,0.019,0,0.025
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
