"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val"
"X100hr_loading_Mgha","gammaLL",834,0.102,1.559,0.07,0.045,0.245,0.013,0.053,0.005,0.007
"X10hr_loading_Mgha","gammaLL",893,0.03,1.503,0.065,0.043,0.511,0.026,0.051,0,0.013
"X10Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrR_loading_Mgha","lnormLL",144,0.591,2.479,0.055,0.022,0.663,0.039,0.059,0.295,0.004
"X10KhrS_loading_Mgha","lnormLL",115,0.673,2.697,0.085,0.031,0.907,0.059,0.066,0.587,0.01
"X1hr_loading_Mgha","gammaLL",774,0.038,1.245,0.058,0.047,1.533,0.087,0.057,0.001,0.006
"X1Khr_loading_Mgha","gammaLL",64,0,1.269,0.216,0.171,0.041,0.009,0.212,0.939,0.016
"X1KhrR_loading_Mgha","lnormLL",224,0.384,1.117,0.066,0.059,0.981,0.046,0.047,0.029,0.01
"X1KhrS_loading_Mgha","lnormLL",251,0.333,1.312,0.067,0.051,1.043,0.046,0.044,0.043,0.008
"cwd_loading_Mgha","gammaLL",488,0.099,0.874,0.048,0.055,0.034,0.003,0.074,0.06,0.013
"cwd_rotten_loading_Mgha","gammaLL",465,0.269,0.939,0.056,0.06,0.052,0.004,0.077,0.047,0.014
"cwd_sound_loading_Mgha","lnormLL",436,0.284,1.94,0.066,0.034,1.38,0.047,0.034,0.013,0.003
"duff_depth_","gammaLL",273,0.011,2.211,0.179,0.081,0.748,0.068,0.091,0.034,0.011
"duff_loading_Mgha","gammaLL",523,0.024,1.291,0.072,0.056,0.056,0.004,0.068,0.068,0.007
"fwd_loading_Mgha","gammaLL",227,0.004,1.571,0.136,0.087,0.156,0.016,0.104,0.309,0.013
"GT10KhrR_loading_Mgha","lnormLL",53,0.849,3.309,0.099,0.03,0.719,0.07,0.097,0.159,0.029
"GT10KhrS_loading_Mgha","lnormLL",53,0.847,3.78,0.111,0.029,0.817,0.078,0.095,0.502,0.023
"herb_loading_Mgha","gammaLL",456,0.015,1.333,0.081,0.061,2.765,0.205,0.074,0.029,0.014
"herb_percentlive_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_","gammaLL",232,0.009,2.305,0.204,0.089,1.741,0.17,0.098,0.063,0.008
"litter_loading_Mgha","gammaLL",450,0.002,2.135,0.132,0.062,0.324,0.023,0.07,0.024,0.007
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shrub_loading_Mgha","gammaLL",251,0.027,1.689,0.139,0.082,0.604,0.058,0.096,0,0.013
"snag_loading_Mgha","lnormLL",138,0.305,1.995,0.12,0.06,1.375,0.083,0.06,0.703,0.007
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_Mgha","gammaLL",198,0.038,0.994,0.091,0.092,0.008,0.001,0.119,0.068,0.012
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
