"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val"
"X100hr_loading_Mgha","gammaLL",234,0.056,1.535,0.132,0.086,0.243,0.024,0.1,0.019,0.013
"X10hr_loading_Mgha","gammaLL",243,0.016,1.493,0.126,0.085,0.573,0.058,0.101,0.093,0.011
"X10Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrR_loading_Mgha","gammaLL",51,0.582,1.666,0.329,0.197,0.066,0.015,0.233,0.195,0.013
"X10KhrS_loading_Mgha","lnormLL",107,0.123,3.159,0.083,0.026,0.867,0.059,0.068,0.623,0.005
"X1hr_loading_Mgha","gammaLL",124,0.008,1.519,0.183,0.12,3.552,0.509,0.143,0.282,0.015
"X1Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1KhrR_loading_Mgha","gammaLL",49,0.578,1.558,0.319,0.205,0.355,0.088,0.247,0.192,0.019
"X1KhrS_loading_Mgha","gammaLL",116,0.078,1.487,0.187,0.126,0.119,0.018,0.151,0.173,0.01
"cwd_loading_Mgha","gammaLL",329,0.018,1.017,0.07,0.069,0.007,0.001,0.089,0.165,0.007
"cwd_rotten_loading_Mgha","gammaLL",166,0.284,0.915,0.09,0.099,0.005,0.001,0.13,0.966,0.002
"cwd_sound_loading_Mgha","gammaLL",190,0.181,1.027,0.096,0.094,0.012,0.001,0.119,0.288,0.019
"duff_depth_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"duff_loading_Mgha","gammaLL",107,0.009,2.055,0.272,0.132,0.044,0.007,0.15,0.001,0.019
"fwd_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrS_loading_Mgha","lnormLL",72,0.41,4.088,0.105,0.026,0.887,0.074,0.083,0.027,0.033
"herb_loading_Mgha","gammaLL",112,0,1.827,0.239,0.131,2.551,0.38,0.149,0,0.034
"herb_percentlive_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_loading_Mgha","gammaLL",108,0,2.161,0.286,0.132,0.214,0.032,0.149,0.099,0.014
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shrub_loading_Mgha","lnormLL",105,0.019,1.048,0.056,0.053,0.573,0.039,0.069,0.166,0.007
"snag_loading_Mgha","gammaLL",95,0.066,0.722,0.093,0.129,0.027,0.005,0.181,0.038,0.026
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_Mgha","gammaLL",102,0.019,1.35,0.177,0.131,0.005,0.001,0.16,0,0.038
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
