"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val"
"X100hr_loading_Mgha","gammaLL",379,0.082,1.619,0.109,0.068,0.255,0.02,0.079,0.17,0.006
"X10hr_loading_Mgha","gammaLL",409,0.012,1.531,0.101,0.066,0.505,0.039,0.077,0.712,0.006
"X10Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrR_loading_Mgha","lnormLL",31,0.775,2.424,0.121,0.05,0.675,0.086,0.127,0.509,0.026
"X10KhrS_loading_Mgha","lnormLL",72,0.493,2.779,0.092,0.033,0.773,0.064,0.083,0.279,0.016
"X1hr_loading_Mgha","gammaLL",296,0.013,0.912,0.068,0.074,1.484,0.144,0.097,0.001,0.015
"X1Khr_loading_Mgha","gammaLL",55,0,1.112,0.209,0.188,0.044,0.01,0.237,0.127,0.019
"X1KhrR_loading_Mgha","gammaLL",61,0.615,1.026,0.176,0.172,0.273,0.06,0.222,0.381,0.03
"X1KhrS_loading_Mgha","lnormLL",143,0.157,1.555,0.098,0.063,1.19,0.07,0.059,0.327,0.004
"cwd_loading_Mgha","gammaLL",286,0.082,0.77,0.056,0.073,0.027,0.003,0.101,0.147,0.01
"cwd_rotten_loading_Mgha","gammaLL",97,0.459,0.8,0.104,0.13,0.036,0.006,0.177,0.027,0.008
"cwd_sound_loading_Mgha","gammaLL",181,0.124,0.758,0.07,0.092,0.027,0.003,0.128,0.13,0.019
"duff_depth_","gammaLL",56,0.018,2.282,0.445,0.195,0.625,0.136,0.217,0.068,0.018
"duff_loading_Mgha","gammaLL",230,0.102,0.86,0.07,0.082,0.035,0.004,0.109,0.004,0.015
"fwd_loading_Mgha","gammaLL",47,0,3.693,0.816,0.221,0.311,0.074,0.236,0.05,0.021
"GT10KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrS_loading_Mgha","lnormLL",37,0.739,3.95,0.111,0.028,0.675,0.079,0.117,0.336,0.038
"herb_loading_Mgha","gammaLL",177,0.053,0.985,0.097,0.098,4.282,0.544,0.127,0.046,0.007
"herb_percentlive_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_","gammaLL",34,0,1.136,0.284,0.25,0.475,0.15,0.317,0.521,0.032
"litter_loading_Mgha","lnormLL",259,0.004,2.34,0.047,0.02,0.76,0.034,0.045,0.004,0.011
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shrub_loading_Mgha","gammaLL",167,0.046,2.234,0.235,0.105,0.845,0.1,0.118,0.7,0.006
"snag_loading_Mgha","lnormLL",123,0.254,2.383,0.13,0.055,1.425,0.09,0.063,0.044,0.013
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_Mgha","gammaLL",172,0.006,1.373,0.137,0.1,0.007,0.001,0.121,0.902,0.005
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
