"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val"
"X100hr_loading_Mgha","lnormLL",111,0.152,1.477,0.058,0.039,0.61,0.04,0.066,0.515,0.005
"X10hr_loading_Mgha","gammaLL",126,0.045,1.988,0.248,0.125,1.229,0.173,0.141,0.87,0.009
"X10Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1hr_loading_Mgha","lnormLL",117,0.04,-1.577,0.083,-0.053,0.901,0.059,0.065,0.176,0.005
"X1Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cwd_loading_Mgha","gammaLL",77,0.196,0.908,0.135,0.148,0.046,0.009,0.199,0.046,0.027
"cwd_rotten_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cwd_sound_loading_Mgha","lnormLL",39,0.216,1.828,0.226,0.123,1.406,0.159,0.113,0.832,0.016
"duff_depth_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"duff_loading_Mgha","gammaLL",60,0.076,1.161,0.204,0.176,0.079,0.018,0.226,0.784,0.025
"fwd_loading_Mgha","gammaLL",43,0,1.633,0.369,0.226,0.221,0.059,0.265,0.004,0.028
"GT10KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"herb_loading_Mgha","gammaLL",89,0.042,1.48,0.214,0.144,2.637,0.459,0.174,0.076,0.009
"herb_percentlive_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_loading_Mgha","gammaLL",81,0,1.922,0.303,0.158,0.463,0.084,0.181,0.841,0.007
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shrub_loading_Mgha","gammaLL",56,0.066,0.721,0.128,0.178,0.391,0.099,0.254,0,0.091
"snag_loading_Mgha","gammaLL",33,0.233,0.977,0.241,0.247,0.095,0.031,0.33,0.172,0.035
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_Mgha","gammaLL",41,0,0.774,0.168,0.217,0.017,0.005,0.31,0.875,0.017
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
