"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val"
"X100hr_loading_Mgha","gammaLL",1057,0.036,1.756,0.07,0.04,0.253,0.012,0.046,0.05,0.011
"X10hr_loading_Mgha","gammaLL",1085,0.007,1.567,0.062,0.04,0.529,0.025,0.047,0.01,0.008
"X10Khr_loading_Mgha","lnormLL",70,0.18,3.17,0.112,0.035,0.947,0.079,0.084,0.747,0.017
"X10KhrR_loading_Mgha","lnormLL",269,0.688,2.577,0.046,0.018,0.741,0.032,0.043,0.065,0.006
"X10KhrS_loading_Mgha","lnormLL",668,0.231,3.024,0.033,0.011,0.831,0.023,0.028,0.005,0.009
"X1hr_loading_Mgha","lnormLL",250,0.004,-0.46,0.086,-0.188,1.362,0.06,0.044,0.035,0.007
"X1Khr_loading_Mgha","gammaLL",82,0.074,2.06,0.319,0.155,0.078,0.014,0.177,0.117,0.014
"X1KhrR_loading_Mgha","lnormLL",262,0.698,0.933,0.056,0.06,0.898,0.039,0.044,0.345,0.005
"X1KhrS_loading_Mgha","gammaLL",787,0.092,1.407,0.065,0.046,0.168,0.009,0.055,0.011,0.011
"cwd_loading_Mgha","gammaLL",1296,0.008,1.013,0.035,0.034,0.011,0.001,0.044,0.049,0.007
"cwd_rotten_loading_Mgha","gammaLL",629,0.455,0.784,0.038,0.049,0.011,0.001,0.067,0.001,0.016
"cwd_sound_loading_Mgha","gammaLL",1047,0.142,0.89,0.034,0.038,0.014,0.001,0.05,0.5,0.005
"duff_depth_","gammaLL",65,0,1.945,0.345,0.178,0.351,0.07,0.2,0.594,0.009
"duff_loading_Mgha","gammaLL",161,0,1.359,0.143,0.105,0.05,0.006,0.124,0.534,0.003
"fwd_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrR_loading_Mgha","lnormLL",164,0.811,3.566,0.057,0.016,0.734,0.04,0.055,0,0.022
"GT10KhrS_loading_Mgha","lnormLL",405,0.528,3.997,0.042,0.01,0.833,0.029,0.035,0,0.014
"herb_loading_Mgha","gammaLL",174,0.011,1.523,0.153,0.101,2.562,0.305,0.119,0.003,0.021
"herb_percentlive_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_loading_Mgha","gammaLL",160,0,3.54,0.392,0.111,0.388,0.046,0.119,0.927,0.007
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shrub_loading_Mgha","gammaLL",172,0.023,1.295,0.13,0.101,0.402,0.049,0.122,0,0.03
"snag_loading_Mgha","gammaLL",115,0.216,0.752,0.088,0.117,0.03,0.005,0.162,0.031,0.022
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_Mgha","gammaLL",151,0.007,1.012,0.106,0.105,0.005,0.001,0.137,0.006,0.023
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
