"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val"
"X100hr_loading_Mgha","lnormLL",335,0.431,0.693,0.045,0.065,0.81,0.031,0.039,0,0.011
"X10hr_loading_Mgha","lnormLL",483,0.18,-0.504,0.041,-0.081,0.897,0.029,0.032,0.003,0.005
"X10Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1hr_loading_Mgha","gammaLL",563,0.038,1.186,0.063,0.053,7.976,0.522,0.065,0.001,0.014
"X1Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cwd_loading_Mgha","lnormLL",235,0.58,0.902,0.076,0.084,1.167,0.054,0.047,0.138,0.006
"cwd_rotten_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cwd_sound_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"duff_depth_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"duff_loading_Mgha","lnormLL",289,0.395,0.606,0.072,0.119,1.239,0.052,0.042,0.005,0.02
"fwd_loading_Mgha","gammaLL",104,0.046,0.81,0.102,0.125,0.299,0.051,0.17,0.292,0.006
"GT10KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"herb_loading_Mgha","gammaLL",553,0.021,0.892,0.047,0.053,4.52,0.313,0.069,0.001,0.009
"herb_percentlive_","gammaLL",65,0,31.911,6.161,0.193,0.36,0.07,0.195,0,0.146
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_loading_Mgha","gammaLL",474,0.02,1.381,0.083,0.06,0.497,0.036,0.072,0.004,0.016
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shrub_loading_Mgha","gammaLL",477,0.046,2.845,0.176,0.062,1.704,0.116,0.068,0,0.041
"snag_loading_Mgha","gammaLL",249,0.478,0.93,0.075,0.081,0.185,0.019,0.105,0.079,0.017
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_Mgha","gammaLL",466,0.011,1.261,0.075,0.06,0.035,0.002,0.072,0.617,0.003
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
