"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val"
"X100hr_loading_Mgha","gammaLL",45,0.182,1.522,0.327,0.215,0.422,0.109,0.259,0.337,0.032
"X10hr_loading_Mgha","gammaLL",50,0.091,1.447,0.298,0.206,1.45,0.354,0.244,0.572,0.011
"X10Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1hr_loading_Mgha","gammaLL",51,0.073,0.975,0.189,0.194,3.049,0.783,0.257,0.472,0.024
"X1Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cwd_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cwd_rotten_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cwd_sound_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"duff_depth_","gammaLL",52,0,2.679,0.552,0.206,0.224,0.051,0.228,0.365,0.018
"duff_loading_Mgha","gammaLL",59,0.048,0.666,0.111,0.167,0.01,0.002,0.246,0,0.053
"fwd_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"herb_loading_Mgha","gammaLL",70,0.014,1.098,0.18,0.164,2.086,0.439,0.211,0.219,0.024
"herb_percentlive_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_loading_Mgha","lnormLL",44,0.06,0.482,0.236,0.49,1.584,0.172,0.108,0.093,0.01
"moss_loading_Mgha","gammaLL",35,0,0.43,0.096,0.223,0.1,0.04,0.399,0.019,0.045
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shrub_loading_Mgha","gammaLL",75,0.025,1.715,0.279,0.163,0.804,0.153,0.19,0.105,0.012
"snag_loading_Mgha","lnormLL",35,0.294,1.179,0.239,0.203,1.411,0.168,0.119,0.31,0.012
"tree_crown_loading_Mgha","gammaLL",36,0,0.498,0.108,0.216,0.034,0.012,0.364,0.664,0.023
"tree_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
