"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val"
"X100hr_loading_Mgha","gammaLL",138,0.136,1.64,0.187,0.114,0.338,0.045,0.135,0.161,0.02
"X10hr_loading_Mgha","gammaLL",155,0.037,1.553,0.166,0.107,0.892,0.114,0.127,0.624,0.017
"X10Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1hr_loading_Mgha","lnormLL",149,0.025,-2.065,0.066,-0.032,0.8,0.046,0.058,0.54,0.005
"X1Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cwd_loading_Mgha","lnormLL",108,0.221,1.281,0.106,0.083,1.121,0.077,0.069,0.111,0.007
"cwd_rotten_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cwd_sound_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"duff_depth_","gammaLL",73,0,6.62,1.155,0.174,1.392,0.252,0.181,0.05,0.034
"duff_loading_Mgha","gammaLL",204,0.01,1.369,0.128,0.094,0.058,0.006,0.112,0.001,0.009
"fwd_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"herb_loading_Mgha","gammaLL",153,0.006,1.599,0.173,0.108,3.191,0.409,0.128,0.043,0.016
"herb_percentlive_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_","lnormLL",66,0,0.5,0.044,0.088,0.351,0.03,0.086,0,0.176
"litter_loading_Mgha","gammaLL",219,0,1.994,0.181,0.091,0.235,0.024,0.103,0.001,0.011
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shrub_loading_Mgha","gammaLL",141,0.078,1.62,0.184,0.113,0.766,0.102,0.133,0.275,0.012
"snag_loading_Mgha","gammaLL",101,0.264,0.776,0.098,0.126,0.194,0.034,0.177,0.539,0.019
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_Mgha","gammaLL",141,0,2.257,0.26,0.115,0.022,0.003,0.129,0.026,0.02
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
