"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val"
"X100hr_loading_Mgha","gammaLL",811,0.057,1.736,0.081,0.047,0.28,0.015,0.054,0.117,0.008
"X10hr_loading_Mgha","gammaLL",841,0.013,1.497,0.067,0.045,0.458,0.024,0.053,0.098,0.01
"X10Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrR_loading_Mgha","lnormLL",207,0.663,2.206,0.058,0.026,0.823,0.04,0.049,0.09,0.014
"X10KhrS_loading_Mgha","lnormLL",273,0.551,2.471,0.052,0.021,0.853,0.037,0.043,0.036,0.005
"X1hr_loading_Mgha","gammaLL",498,0.042,1.2,0.068,0.057,1.555,0.108,0.069,0.006,0.005
"X1Khr_loading_Mgha","gammaLL",44,0,1.319,0.289,0.219,0.043,0.011,0.267,0.171,0.02
"X1KhrR_loading_Mgha","lnormLL",313,0.487,1.045,0.055,0.053,0.974,0.039,0.04,0.441,0.003
"X1KhrS_loading_Mgha","gammaLL",472,0.234,1.192,0.07,0.059,0.155,0.011,0.072,0.023,0.015
"cwd_loading_Mgha","gammaLL",650,0.088,1.042,0.051,0.049,0.04,0.002,0.062,0.014,0.013
"cwd_rotten_loading_Mgha","lnormLL",430,0.389,1.987,0.059,0.029,1.214,0.042,0.034,0.168,0.009
"cwd_sound_loading_Mgha","lnormLL",565,0.197,2.279,0.053,0.023,1.237,0.036,0.029,0.021,0.011
"duff_depth_","gammaLL",83,0.012,2.381,0.371,0.156,0.627,0.11,0.175,0.015,0.014
"duff_loading_Mgha","gammaLL",178,0.073,1.36,0.133,0.098,0.069,0.008,0.118,0.286,0.012
"fwd_loading_Mgha","gammaLL",271,0.004,2.156,0.175,0.081,0.192,0.018,0.092,0.644,0.005
"GT10KhrR_loading_Mgha","lnormLL",46,0.922,3.114,0.058,0.019,0.389,0.041,0.105,0.35,0.038
"GT10KhrS_loading_Mgha","lnormLL",54,0.909,3.612,0.085,0.024,0.618,0.06,0.097,0.276,0.029
"herb_loading_Mgha","gammaLL",142,0.014,1.36,0.149,0.11,3.687,0.49,0.133,0.71,0.01
"herb_percentlive_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_","gammaLL",40,0,2.469,0.6,0.243,0.687,0.184,0.268,0.237,0.019
"litter_loading_Mgha","gammaLL",151,0.013,1.564,0.172,0.11,0.149,0.019,0.128,0.041,0.023
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shrub_loading_Mgha","gammaLL",118,0.024,1.148,0.139,0.121,0.546,0.083,0.152,0,0.062
"snag_loading_Mgha","lnormLL",63,0.319,2.163,0.149,0.069,1.178,0.105,0.089,0.503,0.01
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_Mgha","gammaLL",89,0.043,1.921,0.284,0.148,0.015,0.003,0.168,0.17,0.005
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
